dni;nombres;apellido_paterno;apellido_materno;organizacion_key;organizacion_nombre;circunscripcion_electoral;categoria_id
82869764;Benjamín Luis;García;Parra;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;UNICO NACIONAL;B
71540155;Roxana Milagros;Gutiérrez;Segura;30;PARTIDO POLÍTICO UN SOLO LATIDO;UNICO NACIONAL;B
93898777;Armando Luis;Hernández;Paredes;30;PARTIDO POLÍTICO UN SOLO LATIDO;UNICO NACIONAL;B
42215170;Sergio Antonio;Álvarez;Nava;31;PARTIDO POLÍTICO EL PERDÓN ES DIVINO;UNICO NACIONAL;B
90255168;Ignacio José;Torres;Castro;31;PARTIDO POLÍTICO EL PERDÓN ES DIVINO;UNICO NACIONAL;B
35587853;Alfredo José;Díaz;Montes;32;PARTIDO POLÍTICO BRILLO DEL ALMA;UNICO NACIONAL;B
66010219;Carlos Alberto;Soto;Vidal;32;PARTIDO POLÍTICO BRILLO DEL ALMA;UNICO NACIONAL;B
66172164;Pilar Mercedes;Hernández;Quintero;33;PARTIDO POLÍTICO EL HILO INVISIBLE;UNICO NACIONAL;B
85607472;Elisa Carmen;Vargas;Briones;33;PARTIDO POLÍTICO EL HILO INVISIBLE;UNICO NACIONAL;B
62882275;Gerardo Luis;Torres;Rangel;34;PARTIDO POLÍTICO LA MELODÍA DEL CARIÑO;UNICO NACIONAL;B
67369324;Hugo Alberto;Ayala;Serrano;34;PARTIDO POLÍTICO LA MELODÍA DEL CARIÑO;UNICO NACIONAL;B
82269438;Claudia Vanessa;González;Miranda;35;PARTIDO POLÍTICO PENSANDO EN TI;UNICO NACIONAL;B
63580981;Luz Marina;Velasco;Bravo;35;PARTIDO POLÍTICO PENSANDO EN TI;UNICO NACIONAL;B
24216551;Mariana Isabel;Fernández;Fernández;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;UNICO NACIONAL;B
98649892;Óscar Eduardo;Chávez;Miranda;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;UNICO NACIONAL;B
40292182;Héctor Manuel;Figueroa;Valdés;37;PARTIDO POLÍTICO EL TEJIDO DE LA VIDA;UNICO NACIONAL;B
79779916;María Elena;Miranda;Quintero;37;PARTIDO POLÍTICO EL TEJIDO DE LA VIDA;UNICO NACIONAL;B
20533928;Gonzalo Alberto;Cortez;Zavala;38;PARTIDO POLÍTICO EL AROMA DE LA CONFIANZA;UNICO NACIONAL;B
47218781;Irma Rosa;Lara;Valencia;38;PARTIDO POLÍTICO EL AROMA DE LA CONFIANZA;UNICO NACIONAL;B
12015573;Cecilia Beatriz;Contreras;Olivares;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;UNICO NACIONAL;B
36952210;Martha Lucía;Zamora;Rosales;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;UNICO NACIONAL;B
17518818;Samuel Antonio;Campos;Bravo;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;AMAZONAS;C
41586823;Ernesto José;Fernández;Santana;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;AMAZONAS;C
55559281;Dora Inés;Gómez;Burgos;22;PARTIDO POLÍTICO BUEN VIAJE;AMAZONAS;C
84121811;Nelly Victoria;Rojas;Vargas;22;PARTIDO POLÍTICO BUEN VIAJE;AMAZONAS;C
79790025;Elena Isabel;Romero;Montero;15;PARTIDO POLÍTICO NIÑOS PRIMERO;AMAZONAS;C
25052473;Víctor Hugo;Fuentes;Salas;15;PARTIDO POLÍTICO NIÑOS PRIMERO;AMAZONAS;C
86173771;Guillermo José;Rivera;Figueroa;32;PARTIDO POLÍTICO BRILLO DEL ALMA;AMAZONAS;C
14080961;Juan Carlos;Gallegos;Mercado;32;PARTIDO POLÍTICO BRILLO DEL ALMA;AMAZONAS;C
19713222;Lucía Isabel;Castillo;Salas;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;AMAZONAS;C
78701654;Elena Isabel;Carrillo;Briones;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;AMAZONAS;C
52145015;Alfonso Manuel;Mendoza;Guzmán;30;PARTIDO POLÍTICO UN SOLO LATIDO;AMAZONAS;C
33072797;Irma Rosa;Reyes;Zavala;30;PARTIDO POLÍTICO UN SOLO LATIDO;AMAZONAS;C
39953158;Felipe Augusto;Navarro;Ibáñez;35;PARTIDO POLÍTICO PENSANDO EN TI;AMAZONAS;C
61841036;Patricia Elena;Acosta;Trujillo;35;PARTIDO POLÍTICO PENSANDO EN TI;AMAZONAS;C
85259818;Eduardo José;Córdova;Salas;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;AMAZONAS;C
12575235;Francisco Javier;Carrillo;Palacios;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;AMAZONAS;C
76537122;Jorge Luis;Ayala;Guzmán;12;PARTIDO POLÍTICO EL MEJOR AMIGO;AMAZONAS;C
91339734;Angela María;Ortiz;Castro;12;PARTIDO POLÍTICO EL MEJOR AMIGO;AMAZONAS;C
21598784;Lidia Mercedes;Ramírez;Navarro;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;AMAZONAS;C
76111782;Nelly Victoria;Estrada;Arellano;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;AMAZONAS;C
43880312;José Luis;Núñez;Cisneros;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;AMAZONAS;C
30830039;Roberto Carlos;Chávez;Ibáñez;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;AMAZONAS;C
29742376;Alberto Raúl;Cabrera;Ibáñez;19;PARTIDO POLÍTICO ORDENANDO LA CASA;AMAZONAS;C
97365090;Sandra Beatriz;Flores;Lozano;19;PARTIDO POLÍTICO ORDENANDO LA CASA;AMAZONAS;C
39467800;Gonzalo Alberto;Medina;Vega;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;AMAZONAS;C
95516537;Roberto Carlos;Fuentes;Robles;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;AMAZONAS;C
62968268;Alfonso Manuel;Ramírez;Cuevas;31;PARTIDO POLÍTICO EL PERDÓN ES DIVINO;AMAZONAS;C
13298373;Elena Isabel;Ortiz;Téllez;31;PARTIDO POLÍTICO EL PERDÓN ES DIVINO;AMAZONAS;C
65122842;Luis Fernando;Vega;Parra;10;PARTIDO POLÍTICO ESTAMOS EN ARMONÍA;AMAZONAS;C
75181776;Patricia Elena;Molina;Villalobos;10;PARTIDO POLÍTICO ESTAMOS EN ARMONÍA;AMAZONAS;C
25487792;Pedro Pablo;Pacheco;Velázquez;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;AMAZONAS;C
27489666;Elisa Carmen;Castro;Caballero;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;AMAZONAS;C
17628836;Ignacio José;Ríos;Salinas;05;PARTIDO POLÍTICO EN LA DISTANCIA;AMAZONAS;C
26286823;Raúl Alberto;Miranda;Guerrero;05;PARTIDO POLÍTICO EN LA DISTANCIA;AMAZONAS;C
69157018;Julio César;Acosta;Segura;06;PARTIDO POLÍTICO AL OTRO LADO;AMAZONAS;C
10420489;Teresa Guadalupe;Peña;Suárez;06;PARTIDO POLÍTICO AL OTRO LADO;AMAZONAS;C
59150877;Claudia Vanessa;Acosta;Durán;18;PARTIDO POLÍTICO LOS CAMPEONES;AMAZONAS;C
62845181;Mónica Alejandra;Vargas;Palacios;18;PARTIDO POLÍTICO LOS CAMPEONES;AMAZONAS;C
45704107;Alberto Raúl;Castro;Córdova;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;AMAZONAS;C
91065583;Rodolfo César;Gallegos;Guzmán;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;AMAZONAS;C
40209940;Enrique Miguel;Silva;Ochoa;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;AMAZONAS;C
23846113;Sara Luz;Delgado;Muñoz;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;AMAZONAS;C
15702966;Alfredo José;Vargas;Bautista;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;AMAZONAS;C
43555411;Sonia Patricia;Silva;Navarro;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;AMAZONAS;C
54394406;Silvia Rocío;Ramos;Andrade;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;AMAZONAS;D
26498794;Miguel Ángel;Figueroa;Paredes;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;AMAZONAS;D
57614894;Yolanda Mercedes;Luna;Villegas;19;PARTIDO POLÍTICO ORDENANDO LA CASA;AMAZONAS;D
70100814;Sonia Patricia;Guerrero;Meza;19;PARTIDO POLÍTICO ORDENANDO LA CASA;AMAZONAS;D
78013223;Guillermo José;Lara;Trujillo;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;AMAZONAS;D
50535641;Gloria Mercedes;Castillo;Quintero;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;AMAZONAS;D
55590739;Óscar Eduardo;Vásquez;Cisneros;15;PARTIDO POLÍTICO NIÑOS PRIMERO;AMAZONAS;D
82114020;Gerardo Luis;Paredes;Sierra;15;PARTIDO POLÍTICO NIÑOS PRIMERO;AMAZONAS;D
46480721;Verónica Luz;García;Trujillo;06;PARTIDO POLÍTICO AL OTRO LADO;AMAZONAS;D
95304616;Mariana Isabel;Guerrero;Cisneros;06;PARTIDO POLÍTICO AL OTRO LADO;AMAZONAS;D
60125259;Gladys Pilar;Márquez;Andrade;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;AMAZONAS;D
49675811;Martha Lucía;González;Arellano;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;AMAZONAS;D
89901963;Pilar Mercedes;Márquez;Cisneros;08;PARTIDO POLÍTICO HOJAS AL VIENTO;AMAZONAS;D
63201885;José Luis;Lara;Lozano;08;PARTIDO POLÍTICO HOJAS AL VIENTO;AMAZONAS;D
92965564;Gabriela Sofía;Montes;Alvarado;02;PARTIDO POLÍTICO PAZ Y AMOR;AMAZONAS;D
57303230;Verónica Luz;Cortez;Mora;02;PARTIDO POLÍTICO PAZ Y AMOR;AMAZONAS;D
14870619;Yolanda Mercedes;Navarro;Moreno;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;AMAZONAS;D
82004568;Salvador Antonio;Rodríguez;Nava;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;AMAZONAS;D
88740316;Ernesto José;Lara;Villa;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;AMAZONAS;D
71272732;Carlos Alberto;Solís;Villegas;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;AMAZONAS;D
65112138;Irma Rosa;Cabrera;Cardona;05;PARTIDO POLÍTICO EN LA DISTANCIA;AMAZONAS;D
67889505;Alicia Rosa;Paredes;Alvarado;05;PARTIDO POLÍTICO EN LA DISTANCIA;AMAZONAS;D
80619099;Óscar Eduardo;Gutiérrez;Arellano;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;AMAZONAS;D
22474673;Eduardo José;Morales;Rangel;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;AMAZONAS;D
13711546;Pedro Pablo;León;Cisneros;26;PARTIDO POLÍTICO EL LENGUAJE DEL SILENCIO;AMAZONAS;D
64428827;Mariana Isabel;García;Orozco;26;PARTIDO POLÍTICO EL LENGUAJE DEL SILENCIO;AMAZONAS;D
61695028;Alberto Raúl;Ruiz;León;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;AMAZONAS;D
18378190;Laura Angélica;Gómez;Segura;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;AMAZONAS;D
52625584;Liliana Patricia;Vásquez;Mora;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;AMAZONAS;D
82495087;Sara Luz;Pacheco;Franco;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;AMAZONAS;D
24024215;Norma Angélica;Montes;Olivares;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;AMAZONAS;D
90445033;Jaime Eduardo;González;Arias;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;AMAZONAS;D
43787177;Cristina María;Velasco;Rangel;34;PARTIDO POLÍTICO LA MELODÍA DEL CARIÑO;AMAZONAS;D
60705382;Nelly Victoria;Díaz;Vidal;34;PARTIDO POLÍTICO LA MELODÍA DEL CARIÑO;AMAZONAS;D
39926703;Guillermo José;Gómez;Mejía;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;ANCASH;C
92096103;Roxana Milagros;Lara;Andrade;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;ANCASH;C
80303358;Patricia Elena;Ponce;Soto;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;ANCASH;C
26154417;Alfonso Manuel;Guzmán;Villa;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;ANCASH;C
47368817;Diana Carolina;Rojas;Benítez;31;PARTIDO POLÍTICO EL PERDÓN ES DIVINO;ANCASH;C
49436984;Francisco Javier;Lara;Durán;31;PARTIDO POLÍTICO EL PERDÓN ES DIVINO;ANCASH;C
51182534;Irma Rosa;Delgado;Mora;05;PARTIDO POLÍTICO EN LA DISTANCIA;ANCASH;C
95728632;María Elena;Martínez;Alvarado;05;PARTIDO POLÍTICO EN LA DISTANCIA;ANCASH;C
25431323;Andrés Felipe;Díaz;Mora;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;ANCASH;C
53121930;Victoria Elena;Espinoza;Barrera;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;ANCASH;C
17117104;Mercedes Beatriz;Hernández;Molina;02;PARTIDO POLÍTICO PAZ Y AMOR;ANCASH;C
24152747;Magdalena Rosa;Rivera;Parra;02;PARTIDO POLÍTICO PAZ Y AMOR;ANCASH;C
45459673;Miguel Ángel;Figueroa;Guerrero;12;PARTIDO POLÍTICO EL MEJOR AMIGO;ANCASH;C
81719413;Alicia Rosa;Álvarez;Ibáñez;12;PARTIDO POLÍTICO EL MEJOR AMIGO;ANCASH;C
99959783;Irma Rosa;Cervantes;Orozco;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;ANCASH;C
97088205;Victoria Elena;Cabrera;Bautista;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;ANCASH;C
27415809;Gladys Pilar;Sánchez;Valdés;33;PARTIDO POLÍTICO EL HILO INVISIBLE;ANCASH;C
96936141;Gladys Pilar;Díaz;Vega;33;PARTIDO POLÍTICO EL HILO INVISIBLE;ANCASH;C
68876248;Sara Luz;Romero;Durán;18;PARTIDO POLÍTICO LOS CAMPEONES;ANCASH;C
32561868;Teresa Guadalupe;Luna;Montero;18;PARTIDO POLÍTICO LOS CAMPEONES;ANCASH;C
75012996;Luis Fernando;Sánchez;Miranda;06;PARTIDO POLÍTICO AL OTRO LADO;ANCASH;C
81951375;Sergio Antonio;Aguilar;Zavala;06;PARTIDO POLÍTICO AL OTRO LADO;ANCASH;C
28869324;Eduardo José;Vega;Soto;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;ANCASH;C
24208465;Arturo Eduardo;Ramos;Andrade;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;ANCASH;C
20445902;Gladys Pilar;Salazar;Mercado;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;ANCASH;C
64522158;Julio César;Márquez;Serrano;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;ANCASH;C
44679881;Gerardo Luis;Castro;Caballero;01;PARTIDO POLÍTICO AMANECER DE NUEVO;ANCASH;C
36949184;Guillermo José;Núñez;Galván;01;PARTIDO POLÍTICO AMANECER DE NUEVO;ANCASH;C
62538559;Diana Carolina;Valdez;Figueroa;30;PARTIDO POLÍTICO UN SOLO LATIDO;ANCASH;C
40849660;Marco Antonio;Ramírez;Andrade;30;PARTIDO POLÍTICO UN SOLO LATIDO;ANCASH;C
70170424;Roxana Milagros;Ortiz;Vidal;19;PARTIDO POLÍTICO ORDENANDO LA CASA;ANCASH;C
99908681;Ernesto José;Gallegos;Franco;19;PARTIDO POLÍTICO ORDENANDO LA CASA;ANCASH;C
61982207;Ricardo Manuel;Ramírez;Burgos;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;ANCASH;C
11691924;Rosa Elena;Ramírez;Mercado;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;ANCASH;C
50559028;Gladys Pilar;Ríos;Téllez;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;ANCASH;C
52424542;Susana Elena;Silva;Campos;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;ANCASH;C
62766162;Dora Inés;Torres;Padilla;22;PARTIDO POLÍTICO BUEN VIAJE;ANCASH;C
47803067;Sara Luz;Ríos;Paredes;22;PARTIDO POLÍTICO BUEN VIAJE;ANCASH;C
13259182;Rubén Darío;Cruz;Zavala;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;ANCASH;C
35845645;José Luis;Acosta;Bravo;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;ANCASH;C
50332280;Gloria Mercedes;Ponce;Merino;10;PARTIDO POLÍTICO ESTAMOS EN ARMONÍA;ANCASH;C
30037305;Arturo Eduardo;Valdez;Segura;10;PARTIDO POLÍTICO ESTAMOS EN ARMONÍA;ANCASH;C
11094741;Enrique Miguel;Pacheco;Cuevas;01;PARTIDO POLÍTICO AMANECER DE NUEVO;ANCASH;D
78933045;Rosa Elena;Delgado;Galván;01;PARTIDO POLÍTICO AMANECER DE NUEVO;ANCASH;D
54915332;Gloria Mercedes;Molina;Figueroa;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;ANCASH;D
99267681;Martha Lucía;Figueroa;Vidal;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;ANCASH;D
89606543;Ignacio José;Morales;Burgos;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;ANCASH;D
98669008;Elena Isabel;Ochoa;Ochoa;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;ANCASH;D
69549627;Liliana Patricia;López;Vargas;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;ANCASH;D
40657046;Samuel Antonio;Aguilar;Cisneros;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;ANCASH;D
57714668;Joaquín Manuel;Campos;Vidal;35;PARTIDO POLÍTICO PENSANDO EN TI;ANCASH;D
53514161;Arturo Eduardo;Córdova;Burgos;35;PARTIDO POLÍTICO PENSANDO EN TI;ANCASH;D
98701436;Jorge Luis;Guzmán;Salas;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;ANCASH;D
84716251;Rosa Elena;Ochoa;Lozano;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;ANCASH;D
78328800;Alfredo José;Rojas;Benítez;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;ANCASH;D
51378890;Andrés Felipe;Lara;Montes;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;ANCASH;D
93457697;Tomás Alberto;Cabrera;Córdova;22;PARTIDO POLÍTICO BUEN VIAJE;ANCASH;D
75791677;Héctor Manuel;Reyes;Padilla;22;PARTIDO POLÍTICO BUEN VIAJE;ANCASH;D
25843864;Verónica Luz;Cárdenas;Zavala;26;PARTIDO POLÍTICO EL LENGUAJE DEL SILENCIO;ANCASH;D
24109155;Ismael Roberto;Vega;Briones;26;PARTIDO POLÍTICO EL LENGUAJE DEL SILENCIO;ANCASH;D
74198557;Ricardo Manuel;Herrera;Nava;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;ANCASH;D
28239267;Laura Angélica;Sandoval;Salinas;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;ANCASH;D
47035585;Julio César;Huerta;Burgos;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;ANCASH;D
30652956;Ricardo Manuel;Maldonado;Escobar;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;ANCASH;D
51920514;Salvador Antonio;Figueroa;Valdés;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;ANCASH;D
79673112;Marco Antonio;Lara;Rosales;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;ANCASH;D
47051732;Luis Fernando;Lara;Cortés;15;PARTIDO POLÍTICO NIÑOS PRIMERO;ANCASH;D
38615690;Alberto Raúl;López;Cisneros;15;PARTIDO POLÍTICO NIÑOS PRIMERO;ANCASH;D
18384399;Ismael Roberto;Guerrero;Córdova;02;PARTIDO POLÍTICO PAZ Y AMOR;ANCASH;D
95318994;Samuel Antonio;Campos;Segura;02;PARTIDO POLÍTICO PAZ Y AMOR;ANCASH;D
65749950;Gloria Mercedes;Cruz;Barrera;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;ANCASH;D
49099012;Susana Elena;Velasco;Téllez;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;ANCASH;D
63663508;Pilar Mercedes;Sánchez;Delgado;19;PARTIDO POLÍTICO ORDENANDO LA CASA;ANCASH;D
14673228;Jorge Luis;Velasco;Ochoa;19;PARTIDO POLÍTICO ORDENANDO LA CASA;ANCASH;D
11038415;Gladys Pilar;Cabrera;Segura;08;PARTIDO POLÍTICO HOJAS AL VIENTO;ANCASH;D
38462120;Benjamín Luis;Fernández;Navarro;08;PARTIDO POLÍTICO HOJAS AL VIENTO;ANCASH;D
61283418;Samuel Antonio;Figueroa;Mercado;02;PARTIDO POLÍTICO PAZ Y AMOR;APURIMAC;C
63152134;Gabriela Sofía;Córdova;Mejía;02;PARTIDO POLÍTICO PAZ Y AMOR;APURIMAC;C
59137155;Omar Alejandro;Solís;Nava;38;PARTIDO POLÍTICO EL AROMA DE LA CONFIANZA;APURIMAC;C
75961509;Julia Esperanza;Velasco;Navarro;38;PARTIDO POLÍTICO EL AROMA DE LA CONFIANZA;APURIMAC;C
79326143;Bertha Rosa;Ríos;Villa;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;APURIMAC;C
72234800;Tomás Alberto;Lara;Villa;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;APURIMAC;C
28677810;Guillermo José;Paredes;Barrera;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;APURIMAC;C
99364948;Sonia Patricia;Espinoza;Escobar;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;APURIMAC;C
32569709;Patricia Elena;Ortiz;Campos;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;APURIMAC;C
89076335;Omar Alejandro;Acosta;Escobar;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;APURIMAC;C
97474697;Luz Marina;Gutiérrez;Soto;11;PARTIDO POLÍTICO ALCANZAR EL INFINITO;APURIMAC;C
48827944;Fernando José;Torres;Villa;11;PARTIDO POLÍTICO ALCANZAR EL INFINITO;APURIMAC;C
64901321;Sergio Antonio;Herrera;Orozco;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;APURIMAC;C
34306918;Mauricio Andrés;Aguilar;Robles;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;APURIMAC;C
69617511;Elisa Carmen;Pérez;Paredes;08;PARTIDO POLÍTICO HOJAS AL VIENTO;APURIMAC;C
22151416;Laura Angélica;Solís;Durán;08;PARTIDO POLÍTICO HOJAS AL VIENTO;APURIMAC;C
99807424;Pilar Mercedes;Díaz;Molina;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;APURIMAC;C
95236243;Gladys Pilar;Guerrero;Cardona;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;APURIMAC;C
20759299;Alfredo José;Carrillo;Vargas;15;PARTIDO POLÍTICO NIÑOS PRIMERO;APURIMAC;C
51211944;Fernando José;Zamora;Ibáñez;15;PARTIDO POLÍTICO NIÑOS PRIMERO;APURIMAC;C
59790196;Susana Elena;Pacheco;Vidal;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;APURIMAC;C
19833501;Regina Patricia;Luna;Olivares;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;APURIMAC;C
71356876;Samuel Antonio;Molina;Bravo;12;PARTIDO POLÍTICO EL MEJOR AMIGO;APURIMAC;C
98964060;Martha Lucía;Vásquez;Muñoz;12;PARTIDO POLÍTICO EL MEJOR AMIGO;APURIMAC;C
34171630;Óscar Eduardo;Mendoza;Santana;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;APURIMAC;C
67424047;Rubén Darío;Huerta;Benítez;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;APURIMAC;C
97021127;Gustavo Adolfo;Márquez;Miranda;01;PARTIDO POLÍTICO AMANECER DE NUEVO;APURIMAC;C
33175871;Rosa Elena;Castillo;Galván;01;PARTIDO POLÍTICO AMANECER DE NUEVO;APURIMAC;C
61688412;Laura Angélica;Sánchez;Meza;35;PARTIDO POLÍTICO PENSANDO EN TI;APURIMAC;C
66483777;Silvia Rocío;Pacheco;Suárez;35;PARTIDO POLÍTICO PENSANDO EN TI;APURIMAC;C
50055545;Bertha Rosa;Cortez;Cardona;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;APURIMAC;C
43493003;Norma Angélica;Chávez;Gallardo;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;APURIMAC;C
70709266;Gerardo Luis;Pacheco;Segura;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;APURIMAC;C
17333978;Gustavo Adolfo;Márquez;Mora;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;APURIMAC;C
58680234;Rosa María;Ortiz;Ibáñez;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;APURIMAC;C
78025279;Rosa Elena;Zamora;Galván;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;APURIMAC;C
61783068;Francisco Javier;Acosta;Cisneros;30;PARTIDO POLÍTICO UN SOLO LATIDO;APURIMAC;C
51122168;Julia Esperanza;Sandoval;Alvarado;30;PARTIDO POLÍTICO UN SOLO LATIDO;APURIMAC;C
25779462;Francisco Javier;Cárdenas;Córdova;37;PARTIDO POLÍTICO EL TEJIDO DE LA VIDA;APURIMAC;C
39391935;Sonia Patricia;Díaz;Ibáñez;37;PARTIDO POLÍTICO EL TEJIDO DE LA VIDA;APURIMAC;C
81501148;Salvador Antonio;Navarro;Salinas;19;PARTIDO POLÍTICO ORDENANDO LA CASA;APURIMAC;C
27225214;Carmen Rosa;Núñez;Muñoz;19;PARTIDO POLÍTICO ORDENANDO LA CASA;APURIMAC;C
49746856;Esteban José;Silva;Escobar;10;PARTIDO POLÍTICO ESTAMOS EN ARMONÍA;APURIMAC;C
72494608;Ana Patricia;Gutiérrez;Villalobos;10;PARTIDO POLÍTICO ESTAMOS EN ARMONÍA;APURIMAC;C
64740522;Cecilia Beatriz;Peña;Briones;08;PARTIDO POLÍTICO HOJAS AL VIENTO;APURIMAC;D
44176250;Mariana Isabel;Figueroa;Padilla;08;PARTIDO POLÍTICO HOJAS AL VIENTO;APURIMAC;D
38116834;Amparo Luz;González;Villa;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;APURIMAC;D
65611691;Julio César;Aguilar;Franco;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;APURIMAC;D
32534865;Enrique Miguel;Vega;Merino;38;PARTIDO POLÍTICO EL AROMA DE LA CONFIANZA;APURIMAC;D
39144232;Diana Carolina;Luna;Bustamante;38;PARTIDO POLÍTICO EL AROMA DE LA CONFIANZA;APURIMAC;D
91798363;Rubén Darío;Mendoza;Ochoa;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;APURIMAC;D
